original_text,summary_text,rouge_1_f1,rouge_2_f1
대선이 사흘 앞으로 다가온 가운데 각 당 후보들은 지역 곳곳을 돌며 선거 전 마지막 주말 총력 유세에 나섭니다 더불어민주당 이재명 후보는 오늘 경기도 평택을 시작으로 충북 청주와 ...,고 노무현 전 대통령 서거 16주기 추도식이 오늘 23일 김해 봉하마을에서 엄수됐습니다,0.07017543859649122,0.0
KBS 청주 사전투표 마지막 날이자 본 투표 나흘 전인 오늘 주요 정당 대선 후보들이 충북을 찾아 막판 표심 몰이에 나섰습니다 더불어민주당 이재명 후보는 충주를 방문해 일 잘하는 ...,오늘 23일 저녁 8시 이번 대선의 두 번째 TV 토론회가 진행됩니다,0.034482758620689655,0.0
KBS 청주 균형발전지방분권 충북본부는 오늘 보도자료를 내고 이재명 민주당 후보와 김문수 국민의힘 후보가 청주공항 민간 전용 활주로 신설 KTX 세종역 백지화 등 충북 관련 의제 ...,대선이 13일 앞으로 다가온 가운데 후보들은 수도권 표심 공략에 집중했습니다,0.0,0.0
개혁신당 이준석 대선후보가 어제 마지막 3차 TV 토론에서 여성의 신체와 관련한 표현을 인용한 것과 관련해 사과했습니다 이 후보는 오늘 서울 여의도공원에서 유세 직후 기자들과 만나...,윤 전 대통령은 오늘 19일 도 재판에 나오면서 취재진 질문에 아무런 답을 하지 않았습니다,0.032786885245901634,0.0
더불어민주당 이재명 대선 후보는 오늘 서울 광진구와 성동구 등 서울 동북권 집중 유세를 벌입니다 유세에 앞서 이 후보는 한 유튜브 생방송에 출연해 소액 주식 투자자들과 한국 주식시...,더불어민주당 더불어민주당명 대선 후보는 오늘 오전 서울 용산에 있는 대한노인회를 찾아 노인 정책 등을 논의합니다,0.22950819672131148,0.06349206349206349
KBS 청주 청주지방법원은 지난해 22대 총선을 앞두고 특정 정당의 후보 경선 여론조사에 거짓 응답을 유도한 A 씨 등 2명에게 각각 벌금 80만 원을 선고했습니다 모 정당 당원인...,미국발 관세 문제를 논의하는 한미 장관급 회동이 20여 일 만에 다시 이루어졌습니다,0.0,0.0
KBS 대구 박근혜 전 대통령이 내일 27일 구미 박정희 전 대통령과 충북 옥천 고 육영수 여사 생가를 잇달아 방문합니다 박 전 대통령의 이번 일정은 이번 대선 공식 선거운동 기간...,김문수 국민의힘 후보는 경기와 충청 지역을 돌았습니다 김문수 국민의힘 후보는 경기와 충청 지역을 돌았습니다,0.10909090909090909,0.0
1 2차 TV 토론 격돌 연금 개혁 기후 공약 공방 어젯 23일 밤 열린 대선후보들의 두 번째 TV 토론회에서 12 3 계엄과 선거법 개정 후보 단일화 등을 놓고 후보들 사이 가시...,윤석열 전 대통령이 조만간 국민의힘을 스스로 탈당할 수 있다는 이야기가 정치권에서 흘러나오고 있습니다,0.0,0.0
KBS 대구 대구시의회 이재숙 의원이 공영주차장 내 캠핑카 장기 주차 문제에 대한 행정 조치를 촉구했습니다 이 의원은 서면 질문에서 지난해 9월 대구시에 접수된 캠핑카 장기 주차 ...,중국과 관세 관세 전쟁을 유예하기로 합의한 트럼프 미국 대통령이 이번에도 자화자찬을 내놨습니다,0.0,0.0
앵커 12 3 비상계엄의 비선 으로 지목된 노상원 전 정보사령관의 수첩엔 수거 와 사살 같은 끔찍한 내란의 계획이 담겨 있었죠 그런데 경찰이 노 전 사령관의 점집에서 이 수첩과 별...,오늘 광화 민주당 이재명 후보는 오늘 광화문에서 대선 출정식을 열고 공식 선거운동을 시작했습니다,0.034482758620689655,0.0
파면 후 내란 우두머리 혐의로 재판을 받고 있는 윤석열 전 대통령이 오늘 서울 동대문구의 한 극장을 찾아 부정선거를 주장하는 영화 시사회에 참석했습니다 지난달 4일 파면된 윤 전 ...,미국과 중국이 미국과 중국이 현지 시각 11일 오전 스위스 제네바에서 이틀째 무역 협상을 시작할 예정입니다,0.03278688524590164,0.0
파면 후 내란 우두머리 혐의로 재판을 받고 있는 윤석열 전 대통령이 오늘 서울 동대문구의 한 극장을 찾아 부정선거를 주장하는 영화 시사회에 참석했습니다 지난달 4일 파면된 윤 전 ...,한덕수 전 국무총리로 대선 후보를 교체하려던 국민의힘 지도부의 시도가 당원들의 반대로 무산된데데요,0.06666666666666667,0.0
현지시간 18일 미국 언론들은 조 바이든 전 대통령의 개인 대변인이 낸 성명을 인용해 바이든 전 대통령이 공격적인 형태 의 전립선암 진단을 받았다고 보도했습니다 바이든 측 대변인은...,더불어민주당 이재 이재명 대선 후보는 파기환송심 공판 연기 소식에 헌법정신에 따른 합당한 결정이라며 환영했습니다,0.03389830508474576,0.0
앵커 오늘은 45주년을 맞는 5 18 광주 민주화운동 기념일입니다 올해는 작년 말 있었던 12 3 계엄을 시민의 손으로 막은 뒤 맞는 첫 5 18이라 그 의미가 더 남달랐습니다 기...,광주 권영국 민주노동당 대선 후보가 오늘 6일 광주를를 방문해 낡은 기득 기득권 정치 해체를 주장했습니다,0.06451612903225806,0.0
KBS 전주 민주당 이재명 대선 후보가 전북 14개 시군별 76개 공약을 발표했습니다 이 후보는 전주 하계 올림픽 유치를 위한 기반 시설 조성과 군산 새만금 하이퍼 스케일 AI 데...,중앙선거관리위원회가 제21대 대통령 선거의 재외 투표 유권자가 총 25만 8천254명으로 확정됐다고 밝혔습니다,0.0,0.0
앵커 경찰이 확보한 12 3 내란 전후 윤석열 전 대통령의 휴대전화 통화 내역에 검사 선 후배들이 여러 명 나오는데요 지난해 12월 이른바 고발사주 사건 의 2심 선고 날 저녁 윤...,여론조사 여론조사 가상대결에선 보수 진영에서 나오는 이른바 한덕수 차출론 의 명분이 어느 정도는 확인이 됐습니다,0.06779661016949153,0.0
KBS 광주 한편 민주당 이재명 후보는 지난달 담양군수 보궐선거에서 민주당이 패배한 것에 대해 우리가 정말 쓰디쓴 약을 받은 것 이라며 그게 호남 국민들의 위대함이라고 생각한다 고...,오늘 오후 3시 이재명 더불어민주당 대선 후보의 공직선거법 위반 사건의 최종 판단을 내립니다,0.06451612903225806,0.0
KBS 전주 21대 대선 선거운동이 시작된 가운데 각당 대선 후보들의 전북 방문에 관심이 쏠리고 있습니다 앞서 두 차례 전북을 찾은 이재명 민주당 후보는 5 18 행사 방문 전 다...,국민의힘 대선 경선은 양자 대결로 좁혀졌고 이번 주말이면 최종 후보가 결정됩니다,0.10526315789473684,0.0
12 3 비상계엄을 일으킨 윤석열 전 대통령 때문에 또 내란을 막아낸 국민들 덕분에 치러지는 조기 대선의 구도는 과거 대선들과는 사뭇 달라 보입니다 보수냐 진보냐 보다는 심판이냐 ...,더불어 더불어 더불어민주당은 오늘 수도권에서 마지막 순회 경선을 열고 최종 대선후보를 선출합니다,0.0,0.0
KBS 대구 이재명 더불어민주당 대선 후보가 3차 경청투어 일정으로 오늘 9일 경북을 방문해 지지를 호소했습니다 이 후보는 오전 경주를 시작으로 영천 칠곡 김천 성주 고령을 찾아 ...,문재인 전 검찰 문재인 문재인 문재인 문재인 문재인 문재인 문재인 문재인 문재인 문재인,0.0,0.0
KBS 대구 대구 경북 각계 인사들의 이재명 더불어민주당 대선 후보 지지 선언이 이어지고 있습니다 조병기 횡성 조씨 대종회장과 박천민 예안향교 전교 등 안동 유림 50여 명은 오늘...,이재명 민주당 대선 경선 후보에 대한 대법원의 이례적인 속도전에 정치권은 민감하게 반응했습니다,0.06666666666666667,0.0
