original_text,provided_summary,baseline_rouge1,tfidf_rouge1,position_rouge1,keyword_rouge1,ensemble_rouge1
앵커 새 정부 인사들의 과거 발언이 잇따라 논란입니다 강준욱 대통령실 국민통합비서관이 계엄 옹호 발언 등으로 결국 자진 사퇴했고 최동석 인사혁신처장도 박원순 전 시장 사건을 두고 ...,이재명 대통령이 강선우 여성가족부 장관 후보자 등 국회에서 인사청문 경과 경과 경과보고서가 채택되지 않은 장관 후보자 4명에 대해 보고서 재송부를 요청했습니다,0.032786885245901634,1.0,1.0,1.0,1.0
앵커 이재명 대통령이 강선우 여성가족부 장관 후보자 등 국회에서 인사청문 경과보고서가 채택되지 않은 장관 후보자 4명에 대해 보고서 재송부를 요청했습니다 이 대통령은 국회에서 보고...,그제 산청 피해 현장을 찾은 이재명 대통령은 지난봄 대형산불이 났던 지역엔 산사태 피해가 없는지 여러 번 확인하고 또 물었습니다,0.06896551724137932,1.0,1.0,1.0,1.0
 앵커  그제 산청 피해 현장을 찾은 이재명 대통령은 지난봄 대형산불이 났던 지역엔 산사태 피해가 없는지 여러 번 확인하고 또 물었습니다  앵커  그런데 그럴 때마다 피해가 없다는...,이재명 대통령이 강선우 여가부장관 후보자에 대한 인사청문보고서를 내일까지 재송부해달라고 요청했습니다 갑질 논란으로 지명철회 요구가 잇따르고 있지만 강 후보자 임명방침을 고수한 건데...,0.03225806451612904,1.0,1.0,1.0,1.0
 앵커  이재명 대통령이 강선우 여가부장관 후보자에 대한 인사청문보고서를 내일까지 재송부해달라고 요청했습니다 갑질 논란으로 지명철회 요구가 잇따르고 있지만 강 후보자 임명방침을 고...,극우적 발언으로 극우적 발언으로 논란이 됐던 강준욱 대통령실 국민통합비서관이 결국 자진 사퇴한 강준욱 대통령실 국민통합비서관이 결국 자진 사퇴했습니다,0.0,1.0,1.0,1.0,1.0
 앵커  극우적 발언으로 논란이 됐던 강준욱 대통령실 국민통합비서관이 결국 자진 사퇴했습니다 인수위 없이 출범한 정부의 인사검증에 대한 우려에 대통령실은 시스템에 문제가 없다고 강...,VIP 격노설 을 전달한 걸로 의심받는 김계환 전 해병대 사령관이 윤석열 전 대통령이 격노했단 사실을 전해 들었다고 인정했습니다,0.0,1.0,1.0,1.0,1.0
 앵커  경기도 가평과 경남 산청에서 실종자 수색이 계속되고 있는 가운데 어제 실종자 2명이 숨진 채 발견되면서 이번 폭우로 인한 사망자가 21명으로 늘었습니다 정부는 피해가 큰 ...,지난 10일 구속된 이후 특검 조사와 재판에 불응해 온 윤석열 전 대통령이 김건희 여사 첫 소환 통보 날 옥중 입장문을 내놨는데 자신을 정치 탄압 의 피해자라고 주장했는데 내란 특...,0.02666666666666667,1.0,1.0,1.0,1.0
앵커 다시 구속된 이후 특검 조사와 재판에 불응해 온 윤석열 전 대통령이 김건희 여사 첫 소환 통보 날 옥중 입장문을 내놨습니다 자신을 정치 탄압의 피해자라고 주장했는데 내란 특검...,우리 군이 우리 군이 우리 군이 우리 군이 우리 군이 우리 군이 우리 군이 우리 군이 우리 군이 우리 군이 우리 군이 우리 군이 우리 군이 우리 군이 우리 군이 우리 군,0.0,1.0,1.0,1.0,1.0
앵커 지난해 10월 우리 군이 북한에 보낸 무인기가 추락한 사실을 숨기기 위해 국내 훈련을 하다 사라진 것처럼 허위 계획을 세운 의혹을 특검팀이 확인하고 있다는 소식 단독 보도해드...,강선우 여성가족부 장관 후보자가 국회 여가위원 시절 징벌 차원이라며 여가부 예산 3억 7천만 원을 삭감하려 했던 사실이 확인됐습니다,0.0,1.0,1.0,1.0,1.0
앵커 보좌관 갑질 의혹에 이어 예산 갑질 논란도 불거진 강선우 여성가족부 장관 후보자가 국회 여가위원 시절 징벌 차원이라며 여가부 예산 3억 7천만 원을 삭감하려 했던 사실이 확인...,강준욱 대통령실 국민통합비서관이 스스로 물러났습니다,0.0,1.0,1.0,1.0,1.0
앵커 이재명 대통령이 경기도 가평과 전남 담양 경남 산청 등 6개 시군을 특별재난지역으로 선포했습니다 이 대통령은 재난 상황에서 부적절한 공직자들의 처신 문제도 거론했는데 엄혹한 ...,경기 북부에 내린 집중호우로 인명 피해가 발생하는 상황에서 경기 구리시장이 야유회에 참석해 노래를 부르며 춤을 췄다는 소식 그제 저희 단독 보도로 전해드렸습니다,0.03225806451612904,1.0,1.0,1.0,1.0
앵커 윤석열 전 대통령의 계엄 선포를 옹호하는 등 극우 논란이 불거진 강준욱 대통령실 국민통합비서관이 스스로 물러났습니다 본인 저서와 SNS에서 문제 발언들을 쉽게 찾아볼 수 있었...,지난 10일 구속된 뒤 줄곧 특검 조사에 불응하고 재판에도 불응하고 재판에도 불출석한 윤석열 전 대통령 특검 조사에 불응해 온 윤석열 전 대통령이 옥중 입장문을 내,0.10169491525423728,1.0,1.0,1.0,1.0
앵커 경기 북부에 내린 집중호우로 인명 피해가 발생하는 상황에서 경기 구리시장이 야유회에 참석해 노래를 부르며 춤을 췄다는 소식 그제 저희 단독 보도로 전해드렸습니다 보도 이후 이...,조윤하 기자가 취재했습니다 조윤하 기자가 취재했습니다,0.0,1.0,1.0,1.0,1.0
앵커 구속된 이후 특검 조사와 재판에 불응해 온 윤석열 전 대통령이 옥중 입장문을 내놨습니다 자신을 정치 탄압의 피해자라고 주장했는데 이번에도 반성은 물론 국민에게 사과 한마디 없...,강선우 여성가족부 장관 후보자가 지난 2021년 징벌 차원이라며 여가부 예산 3억 7천만 원을 삭감하려 했던 사실이 확인됐습니다,0.035714285714285705,1.0,1.0,1.0,1.0
앵커 지난해 10월 우리 군이 북한에 보낸 무인기가 추락한 사실을 숨기기 위해 국내에서 훈련하다 사라진 것처럼 허위 계획을 세웠다는 의혹 저희가 단독으로 전해 드렸습니다 그런데 이...,강준욱 대통령실 국민통합비서관 계엄계엄을 옹호하는 글을 써 극우 논란이 불거진 강준욱 대통령실 비서관이 스스로 물러났습니다,0.0,1.0,1.0,1.0,1.0
앵커 보좌관 갑질 의혹이 불거진 강선우 여성가족부 장관 후보자가 지난 2021년 징벌 차원이라며 여가부 예산 3억 7천만 원을 삭감하려 했던 사실이 확인됐습니다 이런 논란에도 이재...,이재명 대통령이 국무회의에서 엄혹한 현장에서 대책 없이 행동하는 경기도 구리시장이 야유회에서 노래를 부르고 춤을 췄다는 소식 전해드렸습니다,0.034482758620689655,1.0,1.0,1.0,1.0
앵커 비상계엄을 옹호하는 글을 써 극우 논란이 불거진 강준욱 대통령실 비서관이 스스로 물러났습니다 대통령실 인사 검증이 부실했던 것 아니냐는 비판이 나오고 있습니다 박예린 기자가 ...,이재명 대통령이 강선우 여성가족부 장관 후보자 등 국회에서 인사청문 경과 경과 경과보고서가 채택되지 않은 장관 후보자 4명에 대해 보고서 재송부를 요청했습니다,0.0,1.0,1.0,1.0,1.0
앵커 집중호우로 피해가 속출할 때 경기도 구리시장이 야유회에서 노래를 부르고 춤을 췄다는 소식 전해드렸습니다 이재명 대통령이 국무회의에서 엄혹한 현장에서 대책 없이 행동하는 정신 ...,이재명 이재명 대통령이 경기도 가평과 전남 담양 경남 산청 등 6개 시군을 특별재난지역으로 선포했습니다,0.11320754716981132,1.0,1.0,1.0,1.0
앵커 이재명 대통령이 강선우 여성가족부 장관 후보자 등 국회에서 인사청문 경과보고서가 채택되지 않은 장관 후보자 4명에 대해 보고서 재송부를 요청했습니다 이 대통령은 국회에서 보고...,강 강희 강은희 대구시 교육감이 인공지능 디지털교과서에 대한 막연한 배척은 적절하지 않다고 밝혔습니다,0.0,1.0,1.0,1.0,1.0
앵커 새 정부 인사들의 과거 발언이 잇따라 논란입니다 강준욱 대통령실 국민통합비서관이 계엄 옹호 발언 등으로 결국 자진 사퇴했고 최동석 인사혁신처장도 박원순 전 시장 사건을 두고 ...,KBS KBS 대구 대구 남구의회가 음주운전 방조 혐의를 정재목 의원을 제명하는 정재목 의원을 제명했습니다,0.0,1.0,1.0,1.0,1.0
KBS 대구 강은희 대구시 교육감이 인공지능 디지털교과서에 대한 막연한 배척은 적절하지 않다고 밝혔습니다 강 교육감은 오늘 아시아포럼21에서 AI 교과서 도입 속도가 빨랐던 건 있...,이철 이철규 의원이 오늘 22일 입장문을 내고 순직 해병 특검이 지난 18일 이 의원 사무실 등을 압수수색 한 데 대해 강력한 유감의 뜻을 밝혔습니다,0.05797101449275363,1.0,1.0,1.0,1.0
KBS 대구 대구 남구의회가 음주운전 방조 혐의를 받는 정재목 의원을 제명했습니다 남구의회는 오늘 본회의를 열고 전체 의원 8명 가운데 당사자인 정 의원을 제외한 7명이 제명에 만...,검찰은 매관매직으로 공정성을 무너뜨렸다며 신 교육감에게 징역 3년 등을 구형했고 검찰은 매관매직으로 공정성을 무너뜨렸다며 신 교육감에게 징역 3년 등을 구형했습니다 조휴연 기자가 ...,0.0,1.0,1.0,1.0,1.0
KBS 청주 내년 6월 지방 선거를 앞두고 충북의 진보 성향 교육단체 등은 오늘 기자회견을 열고 민주진보교육감 단일 후보 추진위원회 구성을 제안했습니다 이들은 교육 현장의 고통을 ...,국민의힘힘 충북도당위원장에 제천 단양의 엄태영 국회의원이 선출됐습니다,0.0,1.0,1.0,1.0,1.0
KBS 강릉 이철규 의원이 오늘22일 입장문을 내고 순직 해병 특검이 지난 18일 이 의원 사무실 등을 압수수색 한 데 대해 강력한 유감의 뜻을 밝혔습니다 이 의원은 임성근 전 해...,순직 해병 이철규 국회의원은 오늘 22일 입장문을 내고 순직 해병 특검이 이달 7월 18일 이 의원의 사무실과 자택을 압수수색 한 데 대해 강력한 유감의 뜻을 밝혔다,0.4285714285714286,1.0,1.0,1.0,1.0
KBS 청주 국민의힘 신임 충북도당위원장에 제천 단양의 엄태영 국회의원이 선출됐습니다 국민의힘 충북도당은 오늘 운영위원회를 열고 도당위원장에 단독 입후보한 엄태영 의원에 대해 과반...,2023년3년 재판이 시작된 이후 2년만의 일이었는데요 검찰은 신 교육감에게 징역형을 내려야한다고 주장했습니다,0.0,1.0,1.0,1.0,1.0
KBS 춘천 이철규 국회의원은 오늘22일 입장문을 내고 순직 해병 특검이 이달7월 18일 이 의원의 사무실과 자택을 압수수색 한 데 대해 강력한 유감의 뜻을 밝혔습니다 이 의원은 ...,충청 충청 대전 대전시당은 집중호우 재난 상황에서 충청 충청 충청 충청 충청 충청 충청 충청 충청 충청 대전 대전시당은 집중호우 재난 상황에서 충청권 4개 시도지사가 유니버시아드 ...,0.0,1.0,1.0,1.0,1.0
KBS 부산 앵커 내년 6월 지방선거에 뛸 부산시장 여야 후보군의 윤곽이 조금씩 드러나고 있습니다 특히 김영춘 전 해수부 장관이 대선 이후 외부 활동을 이어가고 있고 6선의 조경태...,오늘 오늘 이재명 대통령이 오늘 22일 경남 산청과 합천 경기도 가평 등 전국 6개 시군을 특별재난지역으로 우선 선포한 오늘 22일 경남 산청과 합천 경기도 가평 등 전국 6개 시...,0.0,1.0,1.0,1.0,1.0
KBS 대전 더불어민주당 대전시당은 집중호우 재난 상황에서 충청권 4개 시도지사가 유니버시아드 대회기 인수를 명분으로 유럽 출장에 나선 것은 무책임한 행보라고 비판했습니다 민주당은...,KBS 대구 대구 앵커 국민의힘 전당대회가 한 달 앞으로 다가온 가운데 당권 주자인 조경태 의원이 당권 주자인 조경태 의원이 대구를 찾았습니다,0.03571428571428572,1.0,1.0,1.0,1.0
KBS 창원 이재명 대통령이 오늘22일 경남 산청과 합천 경기도 가평 등 전국 6개 시군을 특별재난지역으로 우선 선포했습니다 해당 지역에는 재난 복구 국비가 추가 지원되고 피해 주...,K 전주 전주 전북도 전북도공무원노조가 성명을 내고 청탁 의혹을 박용근 전북도의원에 대한 중징계를 박용근 전북도의원에 대한 중징계를 박용근 전북도의원에 대한 중징계를 박용근 전북도...,0.0,1.0,1.0,1.0,1.0
KBS 제주 앵커 제주 4 3이 발발한 지 77년이 지났지만 진상규명은 여전히 진행 중인데요 정부 차원의 추가진상조사보고서 초안이 22년 만에 나와 사전 심의 절차가 시작됐습니다 ...,전북도의회 예산결산특별위원 선임안을 두고 반발이 여전합니다 청탁 의혹을 받는 박용근 의원에 대한 도의회 징계 절차도 시작됐는데요,0.0,1.0,1.0,1.0,1.0
KBS 광주 앵커 수해 복구를 위해 호남을 찾은 정청래 박찬대 더불어민주당 대표 후보가 당선되면 호남 최고위원을 발탁하겠다고 약속했습니다 두 후보 모두 기후에너지부의 호남 유치도 ...,법원이 오늘 22일 이재명 대통령의 대북송금 혐의 재판 도 연기하기로 결정했습니다,0.0,1.0,1.0,1.0,1.0
KBS 대전 김민석 국무총리가 부적적한 폭우 재난 대응으로 논란을 산 세종시 등에 긴급 점검을 지시했습니다 총리실은 김 총리가 정부합동 공직복무점검단에 최근 폭우로 인한 재난 상황...,이재명 대통령이 강선우 여성가족부 장관 후보자 등 네 명에 대해 국회에 인사청문보고서 재송부를 요청했습니다 보고서가 채택되지 않더라도 이번 주 안에 이 네 명을 임명한다는 생각입니...,0.029411764705882356,1.0,1.0,1.0,1.0
KBS 대구 앵커 국민의힘 전당대회가 한 달 앞으로 다가온 가운데 당권 주자인 조경태 의원이 대구를 찾았습니다 산업통상자원부를 대구로 옮기고 극우와는 결별하겠다고 약속했는데 탄핵 ...,새 정부 새 정부 인사들 과거 발언이 잇따라 논란이 되고 있는 강준욱 국민통합비서관이 계엄 옹호 발언 등으로 결국 자진 사퇴했고 최동석 인사혁신처장은 2차 가해 논란에 휩싸였습니다,0.0,1.0,1.0,1.0,1.0
KBS 전주 전북도공무원노조가 성명을 내고 청탁 의혹을 받고 있는 박용근 전북도의원에 대한 중징계를 촉구했습니다 노조는 박 도의원이 소속 민주당에서 제명 처분을 받은 만큼 전북도의...,중국에서는 내년 평양에서 열릴 마라톤 대회 참가자를 모집한다는 여행사까지 등장했는데 북한과 러시아의 밀착 이후 냉랭했던 북중 관계에 변화가 있는 건지 주목됩니다,0.030303030303030304,1.0,1.0,1.0,1.0
KBS 전주 앵커 최근 가까스로 통과된 전북도의회 예산결산특별위원 선임안을 두고 반발이 여전합니다 청탁 의혹을 받는 박용근 의원에 대한 도의회 징계 절차도 시작됐는데요 끊이지 않는...,이재명 대통령이 이번 폭우 피해가 큰 여섯 개 지역을 특별재난지역으로 선포했습니다,0.0,1.0,1.0,1.0,1.0
앵커 법원이 오늘22일 이재명 대통령의 대북송금 혐의 재판도 연기하기로 결정했습니다 이 대통령이 받던 다섯 개 형사재판이 모두 중단됐습니다 신현욱 기자의 보도입니다 리포트 이재명 ...,갑질 논란에 강선우 여성가족부장관 후보자가 임명 수순에 들어간 강선우 여성가족부장부장관 후보자가 임명 수순에 들어갔는데요,0.0,1.0,1.0,1.0,1.0
앵커 이재명 대통령이 강선우 여성가족부 장관 후보자 등 네 명에 대해 국회에 인사청문보고서 재송부를 요청했습니다 보고서가 채택되지 않더라도 이번 주 안에 이 네 명을 임명한다는 생...,백운 기자 백운 기자입니다 지난 10일 구속된 뒤 줄곧 특검 조사에 불응하고 재판에도 불출석한 윤석열 전 대통령,0.03508771929824562,1.0,1.0,1.0,1.0
앵커 보좌관 갑질 의혹을 받고 있는 강선우 여성가족부 장관 후보자가 지난 2021년 징벌 차원이라며 여가부의 예산 3억 7천만 원을 삭감하려 했던 사실이 확인됐습니다 앞서 정영애 ...,강준욱 대통령실 국민통합비서관이 강준욱 대통령실 국민통합비서관이 자진 사퇴했습니다,0.0,1.0,1.0,1.0,1.0
앵커 이재명 대통령이 이번 폭우 피해가 큰 여섯 개 지역을 특별재난지역으로 선포했습니다 또 엄혹한 현장에서 음주가무를 하는 등 정신 나간 공직자들은 엄하게 단속하라고 지시했습니다 ...,윤석열열 캠프 출신의 국방홍보원장이 비상계엄 직후 국방일보에 윤석열 대통령 담화문 전문을 실으며 내란 옹호 논란을 빚었었는데 정권이 바뀐 뒤에는 이재명 대통령에 대한 기사는 가짜뉴...,0.027777777777777776,1.0,1.0,1.0,1.0
 앵커  갑질 논란에 휩싸인 강선우 여성가족부장관 후보자가 임명 수순에 들어갔는데요 당 안팎의 비판이 이어지는 가운데 더불어민주당 의원들 사이에선 의원들 스스로가 자성하자는 의견이...,윤 전 대통령 부인의 자금관리인이자 측근으로 알려진 이종호 전 블랙펄인베스트 대표가 특검의 두 번째 출석요구에 응하지 않았습니다,0.0,1.0,1.0,1.0,1.0
앵커 구속된 이후 특검 조사와 재판에 응하지 않던 윤석열 전 대통령이 갑자기 옥중에서 입장문을 냈습니다 자신을 정치 탄압의 피해자라고 주장했는데 이에 내란 특검은 논박할 가치도 없...,박하정 기자의 보도입니다,0.0,1.0,1.0,1.0,1.0
앵커 지난해 10월 우리 군이 북한에 보낸 무인기가 추락한 사실을 숨기기 위해 국내에서 훈련하다 사라진 것처럼 허위 계획을 세운 의혹을 특검이 들여다보고 있다는 소식 저희가 단독으...,강준욱 대통령실 국민통합비서관이 결국 스스로 물러났습니다,0.0,1.0,1.0,1.0,1.0
 앵커  내란 옹호 발언 등이 드러난 강준욱 대통령실 국민통합비서관이 자진 사퇴했습니다 인사 검증 시스템 우려에 대한 대통령실은 전직 대통령 파면으로 인수위 없이 출범하면서 임명한...,광주지검 반부패 강력수사부와 수사과는 특정경제범죄 가중처벌 등에 관한 법률상 사기 등 혐의로 태양광발전시설 시공업자 A씨 등 77명을 기소했다고 밝혔습니다,0.03571428571428571,1.0,1.0,1.0,1.0
 앵커  어제 산청 피해 현장을 찾은 이재명 대통령은 추가 피해를 걱정하며 산청군 관계자들에게 지난 봄 대형산불이 났던 지역엔 피해가 없는지 거듭 물었습니다 그럴 때마다 피해가 없...,춘천 춘천 춘천교육대학교가 내일 23일 총장 임용 후보자 추천 선거를 실시합니다,0.0,1.0,1.0,1.0,1.0
 앵커  윤석열 캠프 출신의 국방홍보원장이 비상계엄 직후 국방일보에 윤석열 대통령 담화문 전문을 실으며 내란 옹호 논란을 빚었었죠 정권이 바뀐 뒤에는 이재명 대통령에 대한 기사는 ...,경기 북부 지역에서 집중호우로 인명 피해가 속출할 때 경기 구리시장은 야유회에 가서 노래 부르고 춤을 췄다는 소식 어제 21일 전해드렸습니다,0.0,1.0,1.0,1.0,1.0
앵커 이런 논란 속에서도 여당에서는 강선우 후보자를 옹호하는 기류가 여전합니다 의원의 사적인 일을 자발적으로 하는 보좌진들도 있다는 주장을 펴는가 하면 정영애 전 장관의 갑질 의혹...,추경호 전 국민의힘 원내대표 등의 계엄해제 표결 방해 의혹을 조사하기 위해 내란특검이 여인형 전 방첩사령관을 소환했습니다,0.03571428571428571,1.0,1.0,1.0,1.0
앵커 비상계엄을 옹호하는 글을 쓰는 등 극우 논란이 불거진 강준욱 대통령실 국민통합비서관이 결국 스스로 물러났습니다 이재명 정부 들어 3번째 낙마입니다 강 비서관이 쓴 책만 찾아봤...,전한길 씨의 입당으로 국민의힘이 극우화 논란에 휩싸이며 비판을 받고 전한길 씨의 입당으로 국민의힘이 극우화 논란에 휩싸이며 비판을 받는데요,0.0,1.0,1.0,1.0,1.0
KBS 광주 정부 지원 정책을 노리고 공사비를 부풀려 190억 원대 부당 대출을 받은 태양광발전 업자들이 재판에 넘겨졌습니다 광주지검 반부패 강력수사부와 수사과는 특정경제범죄 가중...,구속된 윤석열 전 대통령이 갑자기 자신이 정치적 탄압을 받고 있다며 죄 없는 사람들까지 고통받고 있다고 주장했습니다,0.0,1.0,1.0,1.0,1.0
KBS 춘천 춘천교육대학교가 내일23일 총장 임용 후보자 추천 선거를 실시합니다 이번 선거는 휴대전화와 컴퓨터 등 온라인으로 진행됩니다 유권자는 학생과 교직원 등 1300여 명입니...,이번 한 주는 중앙 정치무대에서 중역을 맡은 전북 정치인들과 함께 포부와 전북 발전 발전 기여를 위한 구체적인 구상 등을 들어보는 시간을 마련하고 있는데요,0.03508771929824561,1.0,1.0,1.0,1.0
앵커 경기 북부 지역에서 집중호우로 인명 피해가 속출할 때 경기 구리시장은 야유회에 가서 노래 부르고 춤을 췄다는 소식 어제21일 전해드렸습니다 저희 보도 이후 오늘 이재명 대통령...,강선우 장관 후보자에 대한 청문보고서 재송부를 요청한 가운데 강선우 장관 후보자에 대한 청문보고서 재송부를 요청한 가운데 여야 공방도 이어지고 있습니다,0.0,1.0,1.0,1.0,1.0
 앵커  VIP 격노설 전달자로 지목된 김계환 전 해병대 사령관이 2년 만에 입장을 바꿔 윤 전 대통령의 격노를 전해 들은 게 맞다고 시인했습니다 구속 갈림길에서 입장을 바꾼 건데...,이재명 대통령이 강선우 여가부 장관 후보자 등에 대한 인사청문보고서를 재송부해달라고 국회에 요청했습니다,0.0,1.0,1.0,1.0,1.0
 앵커  추경호 전 국민의힘 원내대표 등의 계엄해제 표결 방해 의혹을 조사하기 위해 내란특검이 여인형 전 방첩사령관을 소환했습니다 내란 세력이 검토한 걸로 알려진 2017년 기무사...,신현욱 기자의 보도입니다 리포트 경기도가 북한에 북한에 지급할 사업비를 쌍방울이 대납했다는 대북송금 사건  당시 경기도지사였던 이재명 대통령은 당선 전 제 3자 뇌물 혐의로 재판에...,0.030769230769230767,1.0,1.0,1.0,1.0
 앵커  윤 전 대통령의 메시지엔 어떻게든 자신이 살길만 찾으면 된다는 속셈이 깔려있단 지적이 나옵니다 최근 전한길 씨의 입당으로 국민의힘이 극우화 논란에 휩싸이며 비판을 받는데요...,담양 등 6개 6개 시군 특별 특별재난지역 선포 담양 등 6개 시군 특별 특별재난지역 선포 담양 등 6개 시군 특별재난지역 선포 담양 등 6개 시군 특별재난지역 선포 담양 등 6개...,0.0,1.0,1.0,1.0,1.0
KBS 전주 앵커 열린K 시간입니다 이번 한 주는 중앙 정치무대에서 중역을 맡은 전북 정치인들과 함께 포부와 전북 발전 기여를 위한 구체적인 구상 등을 들어보는 시간을 마련하고 있...,한미 양 한미 양국이 이번주 미국에서 2 2 방식의 고위급 협상을 갖은 이번주 미국에서 2 2 방식의 고위급 협상을 갖습니다,0.0,1.0,1.0,1.0,1.0
앵커 대통령실이 강선우 장관 후보자에 대한 청문보고서 재송부를 요청한 가운데 여야 공방도 이어지고 있습니다 민주당은 정책 역량으로 판단해야 한다며 국회 절차대로 처리할 사안이라고 ...,이재명 이재명 대통령이 보좌관 갑질 논란이 빚어진 강선우 여성가족부 장관 후보자 인사청문 보고서를 보내달라고 국회에 다시 요청했습니다 123 비상 계엄 옹호발언으로 논란을 빚은 강...,0.05555555555555555,1.0,1.0,1.0,1.0
