original_text,summary_text,content_coverage_score,information_density_score,structural_similarity_score,advanced_keywords_score,semantic_consistency_score,revolutionary_composite_score
앵커 새 정부 인사들의 과거 발언이 잇따라 논란입니다 강준욱 대통령실 국민통합비서관이 계엄 옹호 발언 등으로 결국 자진 사퇴했고 최동석 인사혁신처장도 박원순 전 시장 사건을 두고 한 과거 발언이 2차 가해 논란에 섰습니다 이재명 정부의 인사 검증이 도마에 올랐습니다 김청윤 기자가 보도합니다 리포트 보수 논객 출신인,이재명 대통령이 강선우 여성가족부 장관 후보자 등 국회에서 인사청문 경과 경과 경과보고서가 채택되지 않은 장관 후보자 4명에 대해 보고서 재송부를 요청했습니다,0.0069767441860465115,0.11111111111111105,0.9746031746031746,0.031914893617021274,0.0,0.22957866999677984
앵커 이재명 대통령이 강선우 여성가족부 장관 후보자 등 국회에서 인사청문 경과보고서가 채택되지 않은 장관 후보자 4명에 대해 보고서 재송부를 요청했습니다 이 대통령은 국회에서 보고서가 채택되지 않더라도 이번 주중에 이들 4개 부처 장관 후보자들을 임명할 계획입니다 방준원 기자의 보도입니다 리포트 여야 합의 불발로 기한 내에,그제 산청 피해 현장을 찾은 이재명 대통령은 지난봄 대형산불이 났던 지역엔 산사태 피해가 없는지 여러 번 확인하고 또 물었습니다,0.015384615384615384,0.2272727272727273,0.9700956937799043,0.07216494845360824,0.799043062200957,0.3461817536776843
앵커 그제 산청 피해 현장을 찾은 이재명 대통령은 지난봄 대형산불이 났던 지역엔 산사태 피해가 없는지 여러 번 확인하고 또 물었습니다 앵커 그런데 그럴 때마다 피해가 없다 는 취지의 답변이 이어졌는데요 정말일까요 박종웅 기자가 현장취재 했습니다 리포트 이번 폭우로 가장 많은 사망자가 나온 부리마을을 찾은 이,이재명 대통령이 강선우 여가부장관 후보자에 대한 인사청문보고서를 내일까지 재송부해달라고 요청했습니다 갑질 논란으로 지명철회 요구가 잇따르고 있지만 강 후보자 임명방침을 고수한 건데요,0.007142857142857142,0.11111111111111105,0.9746031746031746,0.03296703296703297,0.0,0.2297863247863248
앵커 이재명 대통령이 강선우 여가부장관 후보자에 대한 인사청문보고서를 내일까지 재송부해달라고 요청했습니다 갑질 논란으로 지명철회 요구가 잇따르고 있지만 강 후보자 임명방침을 고수한 건데요 민주당 내에선 지도부 책임론이 거론되기 시작했습니다 이기주 기자입니다 리포트 현역 의원임을 알리는 국회의원 배지를 달고 인사청문회장,극우적 발언으로 극우적 발언으로 논란이 됐던 강준욱 대통령실 국민통합비서관이 결국 자진 사퇴한 강준욱 대통령실 국민통합비서관이 결국 자진 사퇴했습니다,0.0,0.08771929824561409,0.0,0.0,0.0,0.02192982456140352
앵커 극우적 발언으로 논란이 됐던 강준욱 대통령실 국민통합비서관이 결국 자진 사퇴했습니다 인수위 없이 출범한 정부의 인사검증에 대한 우려에 대통령실은 시스템에 문제가 없다고 강조했습니다 김재경 기자입니다 리포트 강준욱 대통령실 국민통합비서관이 임명 일주일 만에 자리에서 물러났습니다 범여권은 물론 국민의힘까지 과거 극단적,VIP 격노설 을 전달한 걸로 의심받는 김계환 전 해병대 사령관이 윤석열 전 대통령이 격노했단 사실을 전해 들었다고 인정했습니다,0.0,0.12820512820512808,0.0,0.0,0.0,0.03205128205128202
앵커 지난해 10월 우리 군이 북한에 보낸 무인기가 추락한 사실을 숨기기 위해 국내 훈련을 하다 사라진 것처럼 허위 계획을 세운 의혹을 특검팀이 확인하고 있다는 소식 단독 보도해드렸습니다 이에 앞서 또 다른 허위 비행계획을 세웠던 정황을 특검팀이 추가로 포착했습니다 조윤하 기자가 단독 취재했습니다 기자 우리 군이,강선우 여성가족부 장관 후보자가 국회 여가위원 시절 징벌 차원이라며 여가부 예산 3억 7천만 원을 삭감하려 했던 사실이 확인됐습니다,0.0,0.33333333333333326,0.0,0.0,0.0,0.08333333333333331
앵커 이재명 대통령이 경기도 가평과 전남 담양 경남 산청 등 6개 시군을 특별재난지역으로 선포했습니다 이 대통령은 재난 상황에서 부적절한 공직자들의 처신 문제도 거론했는데 엄혹한 현장에서 음주가무를 즐기는 정신 나간 경우도 있었다며 엄히 단속하라고 주문했습니다 보도에 이희연 기자입니다 리포트 경기도 가평과 충남 서산 예산,경기 북부에 내린 집중호우로 인명 피해가 발생하는 상황에서 경기 구리시장이 야유회에 참석해 노래를 부르며 춤을 췄다는 소식 그제 저희 단독 보도로 전해드렸습니다,0.007317073170731707,0.0,0.9778012684989429,0.0392156862745098,0.0,0.20363772859218457
앵커 윤석열 전 대통령의 계엄 선포를 옹호하는 등 극우 논란이 불거진 강준욱 대통령실 국민통합비서관이 스스로 물러났습니다 본인 저서와 SNS에서 문제 발언들을 쉽게 찾아볼 수 있었는데 대통령실 인사 검증이 부실했던 거 아니냐는 비판도 나옵니다 박예린 기자입니다 기자 어제 22일 사퇴의 뜻을 밝힌 강준욱 대통령,지난 10일 구속된 뒤 줄곧 특검 조사에 불응하고 재판에도 불응하고 재판에도 불출석한 윤석열 전 대통령 특검 조사에 불응해 온 윤석열 전 대통령이 옥중 입장문을 내,0.027642276422764227,0.0,0.9565891472868217,0.061224489795918366,0.45767441860465113,0.2545616277140465
앵커 구속된 이후 특검 조사와 재판에 불응해 온 윤석열 전 대통령이 옥중 입장문을 내놨습니다 자신을 정치 탄압 의 피해자라고 주장했는데 이번에도 반성은 물론 국민에게 사과 한마디 없었습니다 보도에 백운 기자입니다 기자 지난 10일 구속된 뒤 줄곧 특검 조사에 불응하고 재판에도 불출석한 윤석열 전 대통령,강선우 여성가족부 장관 후보자가 지난 2021년 징벌 차원이라며 여가부 예산 3억 7천만 원을 삭감하려 했던 사실이 확인됐습니다,0.0075,0.3787878787878788,0.963903743315508,0.0,0.0,0.2897277183600713
앵커 지난해 10월 우리 군이 북한에 보낸 무인기가 추락한 사실을 숨기기 위해 국내에서 훈련하다 사라진 것처럼 허위 계획을 세웠다는 의혹 저희가 단독으로 전해 드렸습니다 그런데 이에 앞서 또 다른 허위 비행계획을 세웠던 정황이 추가로 특검팀에 포착된 것으로 확인됐습니다 조윤하 기자가 취재했습니다 기자 지난,강준욱 대통령실 국민통합비서관 계엄계엄을 옹호하는 글을 써 극우 논란이 불거진 강준욱 대통령실 비서관이 스스로 물러났습니다,0.0,0.5038759689922481,0.0,0.0,0.0,0.12596899224806202
앵커 보좌관 갑질 의혹이 불거진 강선우 여성가족부 장관 후보자가 지난 2021년 징벌 차원이라며 여가부 예산 3억 7천만 원을 삭감하려 했던 사실이 확인됐습니다 이런 논란에도 이재명 대통령은 강 후보자에 대한 장관 임명을 강행하는 절차를 밟기 시작했습니다 김형래 기자의 보도입니다 기자 2022년도 정부 예산안에,이재명 대통령이 국무회의에서 엄혹한 현장에서 대책 없이 행동하는 경기도 구리시장이 야유회에서 노래를 부르고 춤을 췄다는 소식 전해드렸습니다,0.007317073170731707,0.31746031746031744,0.9649859943977591,0.029411764705882353,0.0,0.27896916490173307
앵커 비상계엄을 옹호하는 글을 써 극우 논란이 불거진 강준욱 대통령실 비서관이 스스로 물러났습니다 대통령실 인사 검증이 부실했던 것 아니냐는 비판이 나오고 있습니다 박예린 기자가 보도합니다 기자 어제 22일 사퇴의 뜻을 밝힌 강준욱 대통령실 국민통합비서관 계엄 옹호 글이 뒤늦게 알려져 논란이 커진 지,이재명 대통령이 강선우 여성가족부 장관 후보자 등 국회에서 인사청문 경과 경과 경과보고서가 채택되지 않은 장관 후보자 4명에 대해 보고서 재송부를 요청했습니다,0.0,0.0,0.0,0.0,0.0,0.0
앵커 집중호우로 피해가 속출할 때 경기도 구리시장이 야유회에서 노래를 부르고 춤을 췄다는 소식 전해드렸습니다 이재명 대통령이 국무회의에서 엄혹한 현장에서 대책 없이 행동하는 정신 나간 공직자들에 대해 엄히 단속하기 바란다며 신상필벌을 강조했습니다 보도에 박찬범 기자입니다 기자 지난 20일 강원도 홍천군에서 열린,이재명 이재명 대통령이 경기도 가평과 전남 담양 경남 산청 등 6개 시군을 특별재난지역으로 선포했습니다,0.02864035087719298,0.5000000000000001,0.9297619047619049,0.09090909090909091,0.788095238095238,0.4119903736614263
앵커 이재명 대통령이 강선우 여성가족부 장관 후보자 등 국회에서 인사청문 경과보고서가 채택되지 않은 장관 후보자 4명에 대해 보고서 재송부를 요청했습니다 이 대통령은 국회에서 보고서가 채택되지 않더라도 이번 주중에 이들 4개 부처 장관 후보자들을 임명할 계획입니다 방준원 기자의 보도입니다 리포트 여야 합의 불발로 기한 내에,강 강희 강은희 대구시 교육감이 인공지능 디지털교과서에 대한 막연한 배척은 적절하지 않다고 밝혔습니다,0.0,0.045454545454545414,0.0,0.0,0.0,0.011363636363636354
앵커 새 정부 인사들의 과거 발언이 잇따라 논란입니다 강준욱 대통령실 국민통합비서관이 계엄 옹호 발언 등으로 결국 자진 사퇴했고 최동석 인사혁신처장도 박원순 전 시장 사건을 두고 한 과거 발언이 2차 가해 논란에 섰습니다 이재명 정부의 인사 검증이 도마에 올랐습니다 김청윤 기자가 보도합니다 리포트 보수 논객 출신인,KBS KBS 대구 대구 남구의회가 음주운전 방조 혐의를 정재목 의원을 제명하는 정재목 의원을 제명했습니다,0.0,0.6296296296296297,0.0,0.0,0.0,0.1574074074074074
KBS 대구 강은희 대구시 교육감이 인공지능 디지털교과서에 대한 막연한 배척은 적절하지 않다고 밝혔습니다 강 교육감은 오늘 아시아포럼21에서 AI 교과서 도입 속도가 빨랐던 건 있지만 새 정부가 출범했다 하더라도 디지털 대전환에 대한 깊이 있는 고민과 대책은 필요하다며 이같이 말했습니다 또 중단 없는 대구 교육을 위해 공교육 혁신의 여정을,이철 이철규 의원이 오늘 22일 입장문을 내고 순직 해병 특검이 지난 18일 이 의원 사무실 등을 압수수색 한 데 대해 강력한 유감의 뜻을 밝혔습니다,0.013333333333333334,0.0,0.9796099290780141,0.04310344827586207,0.551418439716312,0.26152934702861336
KBS 대구 대구 남구의회가 음주운전 방조 혐의를 받는 정재목 의원을 제명했습니다 남구의회는 오늘 본회의를 열고 전체 의원 8명 가운데 당사자인 정 의원을 제외한 7명이 제명에 만장일치로 찬성했다고 밝혔습니다 정 의원은 지난 4월 대구 달서구의 한 도로에서 경찰의 음주 단속 직전 함께 술을 마신 동승자에게 운전대를 맡긴 혐의로 검찰에 불구속,검찰은 매관매직으로 공정성을 무너뜨렸다며 신 교육감에게 징역 3년 등을 구형했고 검찰은 매관매직으로 공정성을 무너뜨렸다며 신 교육감에게 징역 3년 등을 구형했습니다 조휴연 기자가 보도합니다,0.0,0.1020408163265305,0.0,0.0,0.0,0.025510204081632626
KBS 청주 내년 6월 지방 선거를 앞두고 충북의 진보 성향 교육단체 등은 오늘 기자회견을 열고 민주진보교육감 단일 후보 추진위원회 구성을 제안했습니다 이들은 교육 현장의 고통을 외면한 경쟁과 성과 중심의 정책으로 충북 교육에 대한 신뢰가 무너지고 있다 면서 내년 교육감 선거는 충북 교육의 방향을 다시 세우는 중요한 전환점이 될 것 이라고,국민의힘힘 충북도당위원장에 제천 단양의 엄태영 국회의원이 선출됐습니다,0.0,0.4,0.0,0.0,0.0,0.1
KBS 강릉 이철규 의원이 오늘 22일 입장문을 내고 순직 해병 특검이 지난 18일 이 의원 사무실 등을 압수수색 한 데 대해 강력한 유감의 뜻을 밝혔습니다 이 의원은 임성근 전 해병 사단장의 이른바 기독교 구명 로비 에 관여한 사실이 없으며 특히 임 전 사단장과는 일면식도 없고 직접 통화한 적도 없다고 주장했습니다 이 의원은 특검은,순직 해병 이철규 국회의원은 오늘 22일 입장문을 내고 순직 해병 특검이 이달 7월 18일 이 의원의 사무실과 자택을 압수수색 한 데 대해 강력한 유감의 뜻을 밝혔다,0.24624999999999997,0.03144654088050314,0.9770767523264747,0.29213483146067415,0.756694840490623,0.39664169445358416
KBS 청주 국민의힘 신임 충북도당위원장에 제천 단양의 엄태영 국회의원이 선출됐습니다 국민의힘 충북도당은 오늘 운영위원회를 열고 도당위원장에 단독 입후보한 엄태영 의원에 대해 과반수 찬성으로 의결했다고 밝혔습니다 엄 의원의 도당위원장 임기는 1년으로 중앙당 비상대책위원회의 승인을 거쳐 직을 수행하게 됩니다,2023년3년 재판이 시작된 이후 2년만의 일이었는데요 검찰은 신 교육감에게 징역형을 내려야한다고 주장했습니다,0.0,0.5855855855855856,0.0,0.0,0.0,0.1463963963963964
KBS 대전 더불어민주당 대전시당은 집중호우 재난 상황에서 충청권 4개 시도지사가 유니버시아드 대회기 인수 를 명분으로 유럽 출장에 나선 것은 무책임한 행보라고 비판했습니다 민주당은 논평에서 이번 수해로 시도민이 목숨을 잃고 충남에서만 농경지 1만 6천 가 침수됐다며 이번 시도지사의 유럽 출장은 재난 상황에서 주민을 보호한다는 기본 책무를 망,KBS 대구 대구 앵커 국민의힘 전당대회가 한 달 앞으로 다가온 가운데 당권 주자인 조경태 의원이 당권 주자인 조경태 의원이 대구를 찾았습니다,0.007142857142857142,0.14492753623188415,0.974120082815735,0.02727272727272727,0.0,0.23728966685488428
KBS 창원 이재명 대통령이 오늘 22일 경남 산청과 합천 경기도 가평 등 전국 6개 시군을 특별재난지역으로 우선 선포했습니다 해당 지역에는 재난 복구 국비가 추가 지원되고 피해 주민의 국세 지방세 납부 유예 공공요금 감면 등이 추가 지원됩니다 이 대통령은 피해 주민들이 조속히 일상으로 복귀할 수 있게 모든 행정 지원을 다해야 한다,K 전주 전주 전북도 전북도공무원노조가 성명을 내고 청탁 의혹을 박용근 전북도의원에 대한 중징계를 박용근 전북도의원에 대한 중징계를 박용근 전북도의원에 대한 중징계를 박용근 전북도의원에 대한 중징계를 박용근 전북도의원에 대한 중,0.0,0.0,0.0,0.0,0.0,0.0
KBS 제주 앵커 제주 4 3이 발발한 지 77년이 지났지만 진상규명은 여전히 진행 중인데요 정부 차원의 추가진상조사보고서 초안이 22년 만에 나와 사전 심의 절차가 시작됐습니다 보도에 안서연 기자입니다 리포트 2003년 발간된 4 3 진상조사보고서 정부 차원의 첫 공식 보고서로 의미가 컸지만 이후 피해가 계속,전북도의회 예산결산특별위원 선임안을 두고 반발이 여전합니다 청탁 의혹을 받는 박용근 의원에 대한 도의회 징계 절차도 시작됐는데요,0.0,0.4545454545454545,0.0,0.0,0.0,0.11363636363636362
KBS 광주 앵커 수해 복구를 위해 호남을 찾은 정청래 박찬대 더불어민주당 대표 후보가 당선되면 호남 최고위원을 발탁하겠다고 약속했습니다 두 후보 모두 기후에너지부의 호남 유치도 적극 추진하겠다고 강조했습니다 박지성 기자의 보도입니다 리포트 이른 아침부터 수해 복구에 나선 정청래 더불어민주당 당 대표 후보 2시,법원이 오늘 22일 이재명 대통령의 대북송금 혐의 재판 도 연기하기로 결정했습니다,0.0,0.38095238095238093,0.0,0.0,0.0,0.09523809523809523
KBS 대전 김민석 국무총리가 부적적한 폭우 재난 대응으로 논란을 산 세종시 등에 긴급 점검을 지시했습니다 총리실은 김 총리가 정부합동 공직복무점검단에 최근 폭우로 인한 재난 상황에서 세종시와 구리시 등 자치단체의 부적절한 대응과 관련해 재난대응 시스템 작동 여부 공무원 복무 기강 점검을 지시했다고 밝혔습니다 세종시에서는 지난 17일 폭우에,이재명 대통령이 강선우 여성가족부 장관 후보자 등 네 명에 대해 국회에 인사청문보고서 재송부를 요청했습니다 보고서가 채택되지 않더라도 이번 주 안에 이 네 명을 임명한다는 생각입니다,0.006818181818181818,0.0,0.9817391304347826,0.0,0.0,0.19839328063241107
KBS 전주 전북도공무원노조가 성명을 내고 청탁 의혹을 받고 있는 박용근 전북도의원에 대한 중징계를 촉구했습니다 노조는 박 도의원이 소속 민주당에서 제명 처분을 받은 만큼 전북도의회도 이에 상응하는 최고 수위의 징계를 적용해야 한다고 주장했습니다 또 도의원들의 부정 청탁과 이권 개입 의혹을 전면 조사하고 재발 방지 장치 마련도 요구했습니다,중국에서는 내년 평양에서 열릴 마라톤 대회 참가자를 모집한다는 여행사까지 등장했는데 북한과 러시아의 밀착 이후 냉랭했던 북중 관계에 변화가 있는 건지 주목됩니다,0.006666666666666667,0.14492753623188415,0.974120082815735,0.0,0.0,0.23305590062111806
KBS 전주 앵커 최근 가까스로 통과된 전북도의회 예산결산특별위원 선임안을 두고 반발이 여전합니다 청탁 의혹을 받는 박용근 의원에 대한 도의회 징계 절차도 시작됐는데요 끊이지 않는 잡음에 기강 잡기가 시급해 보입니다 이지현 기자입니다 리포트 지난 16일 의사 일정 제7항은 부결되었음을 선포합니다,이재명 대통령이 이번 폭우 피해가 큰 여섯 개 지역을 특별재난지역으로 선포했습니다,0.0,0.17948717948717963,0.0,0.0,0.0,0.04487179487179491
앵커 법원이 오늘 22일 이재명 대통령의 대북송금 혐의 재판 도 연기하기로 결정했습니다 이 대통령이 받던 다섯 개 형사재판이 모두 중단됐습니다 신현욱 기자의 보도입니다 리포트 이재명 대통령이 제3자 뇌물 혐의로 재판을 받고 있던 대북송금 사건 경기도지사 시절 경기도가 북한에 지급할 사업비 등 800만 달러를 쌍방울,갑질 논란에 강선우 여성가족부장관 후보자가 임명 수순에 들어간 강선우 여성가족부장부장관 후보자가 임명 수순에 들어갔는데요,0.0,0.6060606060606061,0.0,0.0,0.0,0.15151515151515152
앵커 이재명 대통령이 강선우 여성가족부 장관 후보자 등 네 명에 대해 국회에 인사청문보고서 재송부를 요청했습니다 보고서가 채택되지 않더라도 이번 주 안에 이 네 명을 임명한다는 생각입니다 방준원 기자입니다 리포트 여야 합의 불발로 기한 내에 인사청문 경과보고서가 채택되지 못한 여가부 등 4개 부처 장관 후보자들 이재명 대,백운 기자 백운 기자입니다 지난 10일 구속된 뒤 줄곧 특검 조사에 불응하고 재판에도 불출석한 윤석열 전 대통령,0.007317073170731707,0.4347826086956522,0.9629156010230179,0.054945054945054944,0.0,0.3117156525714944
앵커 보좌관 갑질 의혹을 받고 있는 강선우 여성가족부 장관 후보자가 지난 2021년 징벌 차원이라며 여가부의 예산 3억 7천만 원을 삭감하려 했던 사실이 확인됐습니다 앞서 정영애 전 장관이 폭로한 예산 갑질 정황이 실제 국회 자료에 기록돼 있었던 겁니다 이재명 대통령은 국회에 모레 24일 까지 강 후보자에 대한 인사청문경과보고서를,강준욱 대통령실 국민통합비서관이 강준욱 대통령실 국민통합비서관이 자진 사퇴했습니다,0.0,0.7021276595744679,0.0,0.0,0.0,0.17553191489361697
앵커 갑질 논란에 휩싸인 강선우 여성가족부장관 후보자가 임명 수순에 들어갔는데요 당 안팎의 비판이 이어지는 가운데 더불어민주당 의원들 사이에선 의원들 스스로가 자성하자는 의견이 나오고 있습니다 이기주 기자가 보도합니다 리포트 현역 의원임을 알리는 국회의원 뱃지를 달고 인사청문회장에 등장했던 강선우 여성가족부 장관 후보자,윤 전 대통령 부인의 자금관리인이자 측근으로 알려진 이종호 전 블랙펄인베스트 대표가 특검의 두 번째 출석요구에 응하지 않았습니다,0.0,0.25,0.0,0.0,0.0,0.0625
앵커 지난해 10월 우리 군이 북한에 보낸 무인기가 추락한 사실을 숨기기 위해 국내에서 훈련하다 사라진 것처럼 허위 계획을 세운 의혹을 특검이 들여다보고 있다는 소식 저희가 단독으로 전해드렸습니다 그런데 취재 결과 이보다 앞서 또 다른 허위 비행 계획이 있었던 정황을 특검팀이 추가로 포착한 걸로 확인됐습니다 조윤하 기자가 단독,강준욱 대통령실 국민통합비서관이 결국 스스로 물러났습니다,0.0,0.2765957446808509,0.0,0.0,0.0,0.06914893617021273
앵커 내란 옹호 발언 등이 드러난 강준욱 대통령실 국민통합비서관이 자진 사퇴했습니다 인사 검증 시스템 우려에 대한 대통령실은 전직 대통령 파면으로 인수위 없이 출범하면서 임명한 인사 중에 문제가 발견됐고 책임지는 태도에 주목해 주시길 바란다고 밝혔습니다 김재경 기자입니다 리포트 강준욱 대통령실 국민통합비서관이 임명 일주일,광주지검 반부패 강력수사부와 수사과는 특정경제범죄 가중처벌 등에 관한 법률상 사기 등 혐의로 태양광발전시설 시공업자 A씨 등 77명을 기소했다고 밝혔습니다,0.007894736842105262,0.15873015873015872,0.9711779448621554,0.052083333333333336,0.0,0.24409904970760235
앵커 어제 산청 피해 현장을 찾은 이재명 대통령은 추가 피해를 걱정하며 산청군 관계자들에게 지난 봄 대형산불이 났던 지역엔 피해가 없는지 거듭 물었습니다 그럴 때마다 피해가 없다 는 취지의 답변이 이어졌는데요 정말 그럴까요 박종웅 기자가 현장취재 했습니다 리포트 이번 폭우로 가장 많은 사망자가 나온 부리마을을 찾은 이,춘천 춘천 춘천교육대학교가 내일 23일 총장 임용 후보자 추천 선거를 실시합니다,0.0,0.6086956521739131,0.0,0.0,0.0,0.15217391304347827
앵커 윤석열 캠프 출신의 국방홍보원장이 비상계엄 직후 국방일보에 윤석열 대통령 담화문 전문을 실으며 내란 옹호 논란을 빚었었죠 정권이 바뀐 뒤에는 이재명 대통령에 대한 기사는 가짜뉴스라는 식으로 얘기하며 빼라 고 지시했다는 의혹이 제기됐습니다 손하늘 기자가 보도합니다 리포트 비상계엄 선포 열흘 뒤 국방일보 1면입니다,경기 북부 지역에서 집중호우로 인명 피해가 속출할 때 경기 구리시장은 야유회에 가서 노래 부르고 춤을 췄다는 소식 어제 21일 전해드렸습니다,0.0,0.07936507936507942,0.0,0.0,0.0,0.019841269841269854
